match_id,date,season,tournament_name,is_worldcup,match_stage,team1,team2,venue,city,toss_winner,toss_decision,winner,result_type,format,innings1_team,innings1_runs,innings1_wkts,innings1_overs,innings2_team,innings2_runs,innings2_wkts,innings2_overs,year,month,batting_first,chasing_team,first_innings_score,second_innings_score,match_result,elo_team1,elo_team2,elo_diff,team1_form_5,team2_form_5,team1_form_10,team2_form_10,h2h_win_pct
7129582838,2014-03-16,2014,World T20,1,First Round,Hong Kong,Nepal,Zahur Ahmed Chowdhury Stadium,Chittagong,Hong Kong,field,Nepal,unknown,T20,Nepal,149,8,21.3,Hong Kong,69,10,17.0,2014,3,Nepal,Hong Kong,149.0,69.0,completed,1500.0,1500.0,0.0,0.5,0.5,0.5,0.5,0.5
-292451440,2014-03-17,2014,World T20,1,First Round,Ireland,Zimbabwe,Sylhet Stadium,Unknown,Ireland,field,Ireland,unknown,T20,Zimbabwe,163,5,20.2,Ireland,164,7,20.5,2014,3,Zimbabwe,Ireland,163.0,164.0,completed,1500.0,1500.0,0.0,0.5,0.5,0.5,0.5,0.5
-339384486,2014-03-17,2014,World T20,1,First Round,Netherlands,United Arab Emirates,Sylhet Stadium,Unknown,United Arab Emirates,bat,Netherlands,unknown,T20,United Arab Emirates,151,10,20.8,Netherlands,152,4,18.8,2014,3,United Arab Emirates,Netherlands,151.0,152.0,completed,1500.0,1500.0,0.0,0.5,0.5,0.5,0.5,0.5
-901852254,2014-03-18,2014,World T20,1,First Round,Bangladesh,Nepal,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,field,Bangladesh,unknown,T20,Nepal,126,5,21.5,Bangladesh,132,2,15.5,2014,3,Nepal,Bangladesh,126.0,132.0,completed,1500.0,1516.0,-16.0,0.5,1.0,0.5,1.0,0.5
6647625351,2014-03-19,2014,World T20,1,First Round,Ireland,United Arab Emirates,Sylhet Stadium,Unknown,Ireland,field,Ireland,unknown,T20,United Arab Emirates,123,6,20.7,Ireland,103,4,14.8,2014,3,United Arab Emirates,Ireland,123.0,103.0,completed,1516.0,1484.0,32.0,1.0,0.0,1.0,0.0,0.5
7227962893,2014-03-19,2014,World T20,1,First Round,Netherlands,Zimbabwe,Sylhet Stadium,Unknown,Netherlands,bat,Zimbabwe,unknown,T20,Netherlands,140,5,20.7,Zimbabwe,146,5,20.7,2014,3,Netherlands,Zimbabwe,140.0,146.0,completed,1516.0,1484.0,32.0,1.0,0.0,1.0,0.0,0.5
-737437182,2014-03-20,2014,World T20,1,First Round,Bangladesh,Hong Kong,Zahur Ahmed Chowdhury Stadium,Chittagong,Hong Kong,field,Hong Kong,unknown,T20,Bangladesh,108,10,17.0,Hong Kong,114,8,20.0,2014,3,Bangladesh,Hong Kong,108.0,114.0,completed,1516.73630679352,1484.0,32.7363067935221,1.0,0.0,1.0,0.0,0.5
-805560377,2014-03-21,2014,World T20,1,First Round,United Arab Emirates,Zimbabwe,Sylhet Stadium,Unknown,Zimbabwe,field,Zimbabwe,unknown,T20,United Arab Emirates,116,9,20.7,Zimbabwe,118,5,13.7,2014,3,United Arab Emirates,Zimbabwe,116.0,118.0,completed,1469.46950152898,1501.46950152898,-32.0,0.0,0.5,0.0,0.5,0.5
6352911488,2014-03-21,2014,World T20,1,First Round,Ireland,Netherlands,Sylhet Stadium,Unknown,Netherlands,field,Netherlands,unknown,T20,Ireland,189,4,20.3,Netherlands,193,4,13.8,2014,3,Ireland,Netherlands,189.0,193.0,completed,1530.53049847102,1498.53049847102,32.0,1.0,0.5,1.0,0.5,0.5
-597192385,2014-03-21,2014,World T20,1,Unknown,India,Pakistan,Shere Bangla National Stadium,Mirpur,India,field,India,unknown,T20,Pakistan,130,7,20.3,India,131,3,19.0,2014,3,Pakistan,India,130.0,131.0,completed,1500.0,1500.0,0.0,0.5,0.5,0.5,0.5,0.5
-384238381,2014-03-22,2014,World T20,1,Unknown,South Africa,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,165,7,21.2,South Africa,160,8,20.3,2014,3,Sri Lanka,South Africa,165.0,160.0,completed,1500.0,1500.0,0.0,0.5,0.5,0.5,0.5,0.5
1205606677,2014-03-22,2014,ICC Men's T20 World Cup,1,Unknown,England,New Zealand,Zahur Ahmed Chowdhury Stadium,Chattogram,New Zealand,field,New Zealand,unknown,T20,England,172,6,21.0,New Zealand,52,1,5.3,2014,3,England,New Zealand,172.0,52.0,completed,1500.0,1500.0,0.0,0.5,0.5,0.5,0.5,0.5
5470795787,2014-03-23,2014,World T20,1,Unknown,Australia,Pakistan,Shere Bangla National Stadium,Mirpur,Australia,field,Pakistan,unknown,T20,Pakistan,191,5,20.7,Australia,175,10,20.2,2014,3,Pakistan,Australia,191.0,175.0,completed,1500.0,1484.0,16.0,0.0,0.0,0.0,0.0,0.5
4054500328,2014-03-23,2014,World T20,1,Unknown,India,West Indies,Shere Bangla National Stadium,Mirpur,India,field,India,unknown,T20,West Indies,129,7,22.2,India,130,3,20.2,2014,3,West Indies,India,129.0,130.0,completed,1516.0,1500.0,16.0,1.0,0.5,1.0,0.5,0.5
-295853041,2014-03-23,2014,Women's World T20,1,Unknown,Australia,New Zealand,Sylhet Stadium,Unknown,Australia,field,New Zealand,unknown,T20,New Zealand,128,8,20.3,Australia,121,10,19.8,2014,3,New Zealand,Australia,128.0,121.0,completed,1483.26369320648,1516.0,-32.7363067935221,0.0,1.0,0.0,1.0,0.5
7037359483,2014-03-24,2014,Women's World T20,1,Unknown,India,Sri Lanka,Sylhet Stadium,Unknown,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,128,8,20.5,India,106,9,20.2,2014,3,Sri Lanka,India,128.0,106.0,completed,1531.26369320648,1516.0,15.2636932064779,1.0,1.0,1.0,1.0,0.5
-920567974,2014-03-24,2014,Women's World T20,1,Unknown,England,West Indies,Sylhet Stadium,Unknown,England,field,West Indies,unknown,T20,West Indies,133,7,20.7,England,124,9,21.0,2014,3,West Indies,England,133.0,124.0,completed,1484.0,1484.73630679352,-0.73630679352209,0.0,0.0,0.0,0.0,0.5
-512234648,2014-03-24,2014,World T20,1,Unknown,Netherlands,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,Sri Lanka,field,Sri Lanka,unknown,T20,Netherlands,39,10,10.5,Sri Lanka,40,1,5.5,2014,3,Netherlands,Sri Lanka,39.0,40.0,completed,1516.0,1532.70246717252,-16.7024671725246,0.666666666666667,1.0,0.666666666666667,1.0,0.5
9152869736,2014-03-24,2014,World T20,1,Unknown,New Zealand,South Africa,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,field,South Africa,unknown,T20,South Africa,170,6,20.2,New Zealand,168,8,20.7,2014,3,South Africa,New Zealand,170.0,168.0,completed,1530.49688290879,1484.0,46.4968829087939,1.0,0.0,1.0,0.0,0.5
-561782021,2014-03-25,2014,World T20,1,Unknown,Bangladesh,West Indies,Shere Bangla National Stadium,Mirpur,Bangladesh,field,West Indies,unknown,T20,West Indies,171,7,20.7,Bangladesh,98,10,19.7,2014,3,West Indies,Bangladesh,171.0,98.0,completed,1499.23318970232,1500.70239866335,-1.46920896103688,0.5,0.5,0.5,0.5,0.5
1884172107,2014-03-25,2014,Women's World T20,1,Unknown,Ireland,New Zealand,Sylhet Stadium,Unknown,New Zealand,bat,New Zealand,unknown,T20,New Zealand,171,3,20.7,Ireland,129,6,20.3,2014,3,New Zealand,Ireland,171.0,129.0,completed,1513.06099694205,1512.36831482619,0.692682115856997,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.5
6976577452,2014-03-26,2014,Women's World T20,1,Unknown,England,India,Sylhet Stadium,Unknown,India,bat,England,unknown,T20,India,95,9,21.0,England,98,5,19.2,2014,3,India,England,95.0,98.0,completed,1468.03390813017,1514.56122603395,-46.527317903784,0.0,0.666666666666667,0.0,0.666666666666667,0.5
-207932476,2014-03-26,2014,Women's World T20,1,Unknown,Bangladesh,West Indies,Sylhet Stadium,Unknown,West Indies,bat,West Indies,unknown,T20,West Indies,115,10,20.5,Bangladesh,79,10,17.8,2014,3,West Indies,Bangladesh,115.0,79.0,completed,1483.30084887206,1516.63473949361,-33.3338906215411,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.0
-559912181,2014-03-27,2014,World T20,1,Unknown,England,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,England,unknown,T20,Sri Lanka,189,4,21.0,England,190,4,20.0,2014,3,Sri Lanka,England,189.0,190.0,completed,1486.16385297419,1547.93388212678,-61.7700291525855,0.333333333333333,1.0,0.333333333333333,1.0,0.5
-270565440,2014-03-27,2014,Women's World T20,1,Unknown,New Zealand,Pakistan,Sylhet Stadium,Unknown,New Zealand,bat,New Zealand,unknown,T20,New Zealand,167,3,20.5,Pakistan,108,7,20.7,2014,3,New Zealand,Pakistan,167.0,108.0,completed,1528.40021397421,1500.73630679352,27.6639071806883,0.75,0.5,0.75,0.5,0.5
-589337919,2014-03-27,2014,World T20,1,Unknown,Netherlands,South Africa,Zahur Ahmed Chowdhury Stadium,Chittagong,Netherlands,field,South Africa,unknown,T20,South Africa,145,9,20.7,Netherlands,139,10,19.2,2014,3,South Africa,Netherlands,145.0,139.0,completed,1500.76858504575,1502.1285680826,-1.35998303685551,0.5,0.5,0.5,0.5,0.5
-820258633,2014-03-28,2014,World T20,1,Unknown,Bangladesh,India,Shere Bangla National Stadium,Mirpur,India,field,India,unknown,T20,Bangladesh,138,7,20.3,India,141,2,19.3,2014,3,Bangladesh,India,138.0,141.0,completed,1468.83123840276,1496.43128118993,-27.6000427871695,0.25,0.5,0.25,0.5,0.5
-750817598,2014-03-28,2014,Women's World T20,1,Unknown,Sri Lanka,West Indies,Sylhet Stadium,Unknown,Sri Lanka,bat,West Indies,unknown,T20,Sri Lanka,84,10,17.3,West Indies,87,2,15.0,2014,3,Sri Lanka,West Indies,84.0,87.0,completed,1529.11886455557,1531.10434996291,-1.98548540734328,0.75,0.75,0.75,0.75,0.5
2770744960,2014-03-28,2014,World T20,1,Unknown,Australia,West Indies,Shere Bangla National Stadium,Mirpur,Australia,bat,West Indies,unknown,T20,Australia,178,8,21.3,West Indies,179,4,20.0,2014,3,Australia,West Indies,178.0,179.0,completed,1468.76681029768,1547.01291597622,-78.2461056785355,0.0,0.75,0.0,0.75,0.5
2100843683,2014-03-29,2014,World T20,1,Unknown,Netherlands,New Zealand,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,field,New Zealand,unknown,T20,Netherlands,151,4,20.5,New Zealand,152,4,19.3,2014,3,Netherlands,New Zealand,151.0,152.0,completed,1484.83121425922,1543.12892941475,-58.2977151555272,0.4,0.8,0.4,0.8,0.5
-506394530,2014-03-29,2014,World T20,1,Unknown,England,South Africa,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,South Africa,unknown,T20,South Africa,196,5,21.5,England,193,7,21.7,2014,3,South Africa,England,196.0,193.0,completed,1504.97887054541,1518.06593886912,-13.0870683237185,0.5,0.666666666666667,0.5,0.666666666666667,0.5
1229697641,2014-03-29,2014,Women's World T20,1,Unknown,Australia,Pakistan,Sylhet Stadium,Unknown,Australia,bat,Australia,unknown,T20,Australia,185,2,20.7,Pakistan,91,9,20.8,2014,3,Australia,Pakistan,185.0,91.0,completed,1456.31046713583,1486.00759135298,-29.6971242171485,0.0,0.333333333333333,0.0,0.333333333333333,0.0
-915076466,2014-03-29,2014,Women's World T20,1,Unknown,Ireland,South Africa,Sylhet Stadium,Unknown,South Africa,bat,South Africa,unknown,T20,South Africa,165,5,20.0,Ireland,79,9,15.3,2014,3,South Africa,Ireland,165.0,79.0,completed,1497.02909779403,1533.4635419769,-36.4344441828707,0.5,0.666666666666667,0.5,0.666666666666667,0.5
5498029668,2014-03-30,2014,World T20,1,Unknown,Australia,India,Shere Bangla National Stadium,Mirpur,Australia,field,India,unknown,T20,India,159,7,21.5,Australia,86,10,16.5,2014,3,India,Australia,159.0,86.0,completed,1473.67474937748,1511.16291916978,-37.4881697922988,0.25,0.6,0.25,0.6,0.5
1795681144,2014-03-30,2014,Women's World T20,1,Unknown,Bangladesh,India,Sylhet Stadium,Unknown,India,bat,India,unknown,T20,India,151,5,20.5,Bangladesh,72,8,20.3,2014,3,India,Bangladesh,151.0,72.0,completed,1454.09960042291,1525.44319384653,-71.3435934236134,0.2,0.6,0.2,0.6,0.0
8685649192,2014-03-30,2014,World T20,1,Unknown,Bangladesh,Pakistan,Shere Bangla National Stadium,Mirpur,Pakistan,bat,Pakistan,unknown,T20,Pakistan,190,5,20.8,Bangladesh,140,7,20.3,2014,3,Pakistan,Bangladesh,190.0,140.0,completed,1441.33968151092,1468.64330911134,-27.3036276004189,0.2,0.25,0.2,0.25,0.5
1760378335,2014-03-30,2014,Women's World T20,1,Unknown,England,Sri Lanka,Sylhet Stadium,Unknown,Sri Lanka,bat,England,unknown,T20,Sri Lanka,85,9,21.2,England,86,3,16.3,2014,3,Sri Lanka,England,85.0,86.0,completed,1489.58126743763,1513.21029854225,-23.629031104625,0.4,0.6,0.4,0.6,1.0
1047260603,2014-03-31,2014,Women's World T20,1,Unknown,New Zealand,South Africa,Sylhet Stadium,Unknown,New Zealand,bat,South Africa,unknown,T20,New Zealand,114,8,20.5,South Africa,116,5,19.7,2014,3,New Zealand,South Africa,114.0,116.0,completed,1556.46913579104,1547.79179740711,8.67733838392246,0.8,0.8,0.833333333333333,0.8,0.0
6596404302,2014-03-31,2014,World T20,1,Unknown,New Zealand,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,field,Sri Lanka,unknown,T20,Sri Lanka,119,10,20.0,New Zealand,60,9,15.8,2014,3,Sri Lanka,New Zealand,119.0,60.0,completed,1540.06961265757,1496.1238160456,43.9457966119637,0.8,0.4,0.833333333333333,0.5,0.5
2617160962,2014-03-31,2014,World T20,1,Unknown,England,Netherlands,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,Netherlands,unknown,T20,Netherlands,133,5,20.8,England,88,10,18.2,2014,3,Netherlands,England,133.0,88.0,completed,1506.66774993428,1471.49100788294,35.1767420513397,0.6,0.2,0.5,0.333333333333333,0.5
2823056004,2014-03-31,2014,Women's World T20,1,Unknown,Ireland,Pakistan,Sylhet Stadium,Unknown,Pakistan,bat,Pakistan,unknown,T20,Pakistan,119,6,20.8,Ireland,105,10,20.0,2014,3,Pakistan,Ireland,119.0,105.0,completed,1482.70084236382,1483.38851264786,-0.687670284039086,0.4,0.4,0.4,0.4,0.5
-248700497,2014-04-01,2014,Women's World T20,1,Unknown,Bangladesh,Sri Lanka,Sylhet Stadium,Unknown,Bangladesh,bat,Bangladesh,unknown,T20,Bangladesh,115,9,20.3,Sri Lanka,112,9,20.3,2014,4,Bangladesh,Sri Lanka,115.0,112.0,completed,1426.5944779744,1514.13687074819,-87.5423927737961,0.0,0.4,0.142857142857143,0.571428571428571,0.5
1000098859,2014-04-01,2014,Women's World T20,1,Unknown,India,West Indies,Sylhet Stadium,Unknown,West Indies,bat,India,unknown,T20,West Indies,117,7,20.5,India,121,1,18.7,2014,4,West Indies,India,117.0,121.0,completed,1538.20311275852,1559.46925913807,-21.2661463795471,0.6,1.0,0.714285714285714,0.833333333333333,1.0
-598169921,2014-04-01,2014,World T20,1,Unknown,Pakistan,West Indies,Shere Bangla National Stadium,Mirpur,West Indies,bat,West Indies,unknown,T20,West Indies,166,6,20.8,Pakistan,82,10,18.2,2014,4,West Indies,Pakistan,166.0,82.0,completed,1499.35684430231,1542.49113811962,-43.1342938173038,0.6,1.0,0.5,0.833333333333333,0.5
-268918373,2014-04-01,2014,World T20,1,Unknown,Bangladesh,Australia,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Australia,unknown,T20,Bangladesh,153,5,21.5,Australia,158,3,17.8,2014,4,Bangladesh,Australia,153.0,158.0,completed,1446.54275035467,1459.39447470073,-12.8517243460528,0.0,0.2,0.142857142857143,0.2,0.5
-750533140,2014-04-02,2014,Women's World T20,1,Play-Off,New Zealand,Sri Lanka,Sylhet Stadium,Unknown,Sri Lanka,bat,New Zealand,unknown,T20,Sri Lanka,131,7,20.3,New Zealand,135,4,19.0,2014,4,Sri Lanka,New Zealand,131.0,135.0,completed,1522.05655795498,1494.18859836791,27.8679595870635,0.6,0.2,0.625,0.5,0.0
9063277208,2014-04-02,2014,Women's World T20,1,Play-Off,India,Pakistan,Sylhet Stadium,Unknown,India,bat,India,unknown,T20,India,106,7,21.0,Pakistan,100,9,20.3,2014,4,India,Pakistan,106.0,100.0,completed,1555.18123377698,1485.33310874661,69.848125030366,0.8,0.4,0.75,0.428571428571429,1.0
-101873459,2014-04-03,2014,Women's World T20,1,9th Place Play-Off,Bangladesh,Ireland,Sylhet Stadium,Unknown,Bangladesh,bat,Bangladesh,unknown,T20,Bangladesh,106,7,21.2,Ireland,89,10,20.0,2014,4,Bangladesh,Ireland,106.0,89.0,completed,1431.13432434478,1466.73251070936,-35.5981863645839,0.2,0.2,0.222222222222222,0.333333333333333,0.5
-729608528,2014-04-03,2014,World T20,1,Semi Final,Sri Lanka,West Indies,Shere Bangla National Stadium,Mirpur,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,160,6,20.3,West Indies,80,4,14.3,2014,4,Sri Lanka,West Indies,160.0,80.0,completed,1479.46922012681,1556.51487367532,-77.045653548503,0.2,0.8,0.444444444444444,0.75,0.0
3280215258,2014-04-03,2014,Women's World T20,1,Semi Final,Australia,West Indies,Shere Bangla National Stadium,Mirpur,Australia,bat,Australia,unknown,T20,Australia,140,5,21.5,West Indies,132,4,20.5,2014,4,Australia,West Indies,140.0,132.0,completed,1474.80290071062,1537.02382797553,-62.2209272649031,0.4,0.8,0.333333333333333,0.75,0.0
4840806615,2014-04-03,2014,Women's World T20,1,7th Place Play-Off,Pakistan,Sri Lanka,Sylhet Stadium,Unknown,Pakistan,bat,Pakistan,unknown,T20,Pakistan,122,5,20.5,Sri Lanka,108,8,20.7,2014,4,Pakistan,Sri Lanka,122.0,108.0,completed,1472.50708795622,1498.9602658266,-26.4531778703806,0.4,0.2,0.375,0.444444444444444,0.5
3131042473,2014-04-04,2014,Women's World T20,1,Semi Final,England,South Africa,Shere Bangla National Stadium,Mirpur,England,field,England,unknown,T20,South Africa,101,10,20.5,England,102,1,17.0,2014,4,South Africa,England,101.0,102.0,completed,1489.05331381315,1564.19132054058,-75.1380067274347,0.6,1.0,0.428571428571429,0.833333333333333,0.0
-183867030,2014-04-04,2014,World T20,1,Semi Final,India,South Africa,Shere Bangla National Stadium,Mirpur,South Africa,bat,India,unknown,T20,South Africa,172,4,20.7,India,176,4,20.7,2014,4,South Africa,India,172.0,176.0,completed,1568.00725456737,1544.78404243986,23.2232121275031,1.0,1.0,0.777777777777778,0.833333333333333,0.5
-303240257,2014-04-06,2014,World T20,1,Final,India,Sri Lanka,Shere Bangla National Stadium,Mirpur,Sri Lanka,field,Sri Lanka,unknown,T20,India,130,4,20.3,Sri Lanka,134,4,18.3,2014,4,India,Sri Lanka,130.0,134.0,completed,1582.93937601694,1481.7444005362,101.194975480748,1.0,0.4,0.8,0.4,0.0
3556009124,2014-04-06,2014,Women's World T20,1,Final,Australia,England,Shere Bangla National Stadium,Mirpur,Australia,field,Australia,unknown,T20,England,105,8,20.7,Australia,106,4,15.7,2014,4,England,Australia,105.0,106.0,completed,1493.63803554626,1508.46059191387,-14.8225563676071,0.6,0.6,0.428571428571429,0.5,0.5
7684225557,2016-03-09,2016,World T20,1,First Round,Ireland,Oman,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,bat,Oman,unknown,T20,Ireland,154,5,20.3,Oman,157,8,21.2,2016,3,Ireland,Oman,154.0,157.0,completed,1449.09886632112,1500.0,-50.9011336788772,0.0,0.5,0.285714285714286,0.5,0.5
-928135271,2016-03-09,2016,World T20,1,First Round,Bangladesh,Netherlands,Himachal Pradesh Cricket Association Stadium,Dharamsala,Netherlands,field,Bangladesh,unknown,T20,Bangladesh,153,7,20.5,Netherlands,145,7,20.2,2016,3,Bangladesh,Netherlands,153.0,145.0,completed,1448.76796873302,1489.10544400407,-40.3374752710531,0.4,0.4,0.3,0.428571428571429,0.5
-196214148,2016-03-10,2016,World T20,1,First Round,Scotland,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Zimbabwe,bat,Zimbabwe,unknown,T20,Zimbabwe,147,7,20.8,Scotland,136,10,20.2,2016,3,Zimbabwe,Scotland,147.0,136.0,completed,1500.0,1516.0,-16.0,0.5,0.666666666666667,0.5,0.666666666666667,0.5
-416026952,2016-03-11,2016,World T20,1,First Round,Bangladesh,Ireland,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,field,No Result,no result,T20,Bangladesh,94,2,8.5,N/A,0,0,0.0,2016,3,Bangladesh,Ireland,94.0,0.0,no result,1466.61727642235,1435.42632193027,31.1909544920786,0.6,0.0,0.3,0.25,1.0
6353184362,2016-03-12,2016,World T20,1,First Round,Hong Kong,Scotland,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Hong Kong,bat,Scotland,unknown,T20,Hong Kong,127,7,20.3,Scotland,78,2,8.0,2016,3,Hong Kong,Scotland,127.0,78.0,completed,1501.50311709121,1484.73630679352,16.7668102976841,0.5,0.0,0.5,0.0,0.5
-747403454,2016-03-13,2016,World T20,1,First Round,Ireland,Netherlands,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,field,Netherlands,unknown,T20,Netherlands,59,5,6.2,Ireland,47,7,6.3,2016,3,Netherlands,Ireland,59.0,47.0,completed,1436.85887198218,1471.25613631474,-34.3972643325681,0.1,0.2,0.277777777777778,0.375,0.0
-515015968,2016-03-13,2016,World T20,1,First Round,Bangladesh,Oman,Himachal Pradesh Cricket Association Stadium,Dharamsala,Oman,field,Bangladesh,unknown,T20,Bangladesh,180,2,20.5,Oman,65,9,12.7,2016,3,Bangladesh,Oman,180.0,65.0,completed,1465.18472637044,1513.67254439085,-48.4878180204128,0.7,1.0,0.35,1.0,0.5
6363677863,2016-03-15,2016,World T20,1,Super 10,India,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,New Zealand,bat,New Zealand,unknown,T20,New Zealand,126,7,20.8,India,79,10,18.8,2016,3,New Zealand,India,126.0,79.0,completed,1562.40663279212,1536.77593619608,25.6306965960371,0.8,0.6,0.7,0.666666666666667,0.5
1541901086,2016-03-15,2016,Women's World T20,1,Unknown,India,Bangladesh,M Chinnaswamy Stadium,Bangalore,Bangladesh,field,India,unknown,T20,India,163,5,20.5,Bangladesh,91,5,20.2,2016,3,India,Bangladesh,163.0,91.0,completed,1545.2284321423,1483.40328811335,61.8251440289507,0.8,0.7,0.7,0.45,1.0
4562805910,2016-03-15,2016,Women's World T20,1,Unknown,New Zealand,Sri Lanka,Feroz Shah Kotla,Delhi,Sri Lanka,bat,New Zealand,unknown,T20,Sri Lanka,110,8,20.2,New Zealand,111,3,16.3,2016,3,Sri Lanka,New Zealand,110.0,111.0,completed,1553.9541368459,1502.27714376102,51.6769930848723,0.6,0.4,0.666666666666667,0.4,0.5
8928779935,2016-03-16,2016,World T20,1,Super 10,England,West Indies,Wankhede Stadium,Mumbai,West Indies,field,West Indies,unknown,T20,England,182,6,21.0,West Indies,183,4,20.2,2016,3,England,West Indies,182.0,183.0,completed,1491.77840180401,1518.18869313989,-26.4102913358747,0.4,0.4,0.444444444444444,0.6,0.0
-361064395,2016-03-16,2016,World T20,1,Super 10,Bangladesh,Pakistan,Eden Gardens,Kolkata,Pakistan,bat,Pakistan,unknown,T20,Pakistan,201,5,20.3,Bangladesh,146,6,20.7,2016,3,Pakistan,Bangladesh,201.0,146.0,completed,1470.22076518337,1489.72295324663,-19.5021880632676,0.7,0.6,0.45,0.444444444444444,0.0
8722780086,2016-03-16,2016,Women's World T20,1,Unknown,Pakistan,West Indies,"MA Chidambaram Stadium, Chepauk",Chennai,Pakistan,field,West Indies,unknown,T20,West Indies,103,8,20.7,Pakistan,99,6,20.2,2016,3,West Indies,Pakistan,103.0,99.0,completed,1504.82578635697,1532.97479146073,-28.1490051037601,0.6,0.4,0.444444444444444,0.6,0.0
-399302277,2016-03-17,2016,Women's World T20,1,Unknown,Bangladesh,England,M Chinnaswamy Stadium,Bangalore,England,bat,England,unknown,T20,England,153,7,20.8,Bangladesh,117,6,20.2,2016,3,England,Bangladesh,153.0,117.0,completed,1455.11793207303,1476.99230348317,-21.874371410144,0.5,0.4,0.45,0.4,0.5
-741450092,2016-03-18,2016,World T20,1,Super 10,England,South Africa,Wankhede Stadium,Mumbai,England,field,England,unknown,T20,South Africa,229,4,20.3,England,230,8,21.3,2016,3,South Africa,England,229.0,230.0,completed,1491.98628035946,1529.85192099029,-37.8656406308257,0.4,0.6,0.5,0.625,0.5
8855218668,2016-03-18,2016,Women's World T20,1,Unknown,Australia,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,South Africa,bat,Australia,unknown,T20,South Africa,102,6,20.0,Australia,105,4,18.8,2016,3,South Africa,Australia,102.0,105.0,completed,1510.32022565611,1512.11501532566,-1.79478966955253,0.8,0.6,0.5,0.625,0.5
-222891744,2016-03-18,2016,Women's World T20,1,Unknown,Ireland,New Zealand,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,New Zealand,bat,New Zealand,unknown,T20,New Zealand,177,3,21.2,Ireland,84,5,20.3,2016,3,New Zealand,Ireland,177.0,84.0,completed,1422.43776931181,1567.59171905777,-145.153949745956,0.1,0.6,0.25,0.7,0.0
-100496890,2016-03-18,2016,World T20,1,Super 10,Australia,New Zealand,Himachal Pradesh Cricket Association Stadium,Dharamsala,New Zealand,bat,New Zealand,unknown,T20,New Zealand,142,8,20.3,Australia,134,9,20.3,2016,3,New Zealand,Australia,142.0,134.0,completed,1526.40287803966,1577.27069236965,-50.8678143299833,0.8,0.6,0.5,0.7,0.0
-109871877,2016-03-19,2016,World T20,1,Super 10,India,Pakistan,Eden Gardens,Kolkata,India,field,India,unknown,T20,Pakistan,118,5,18.3,India,119,4,17.0,2016,3,Pakistan,India,118.0,119.0,completed,1558.41095507228,1490.11926699158,68.2916880807045,0.6,0.4,0.7,0.5,1.0
-477493914,2016-03-20,2016,Women's World T20,1,Unknown,Sri Lanka,Ireland,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mohali,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,129,7,20.5,Ireland,115,8,20.7,2016,3,Sri Lanka,Ireland,129.0,115.0,completed,1488.63956154916,1412.75879599993,75.8807655492276,0.4,0.1,0.3,0.15,0.5
5831263958,2016-03-20,2016,Women's World T20,1,Unknown,Bangladesh,West Indies,"MA Chidambaram Stadium, Chepauk",Chennai,West Indies,bat,West Indies,unknown,T20,West Indies,148,4,20.3,Bangladesh,99,10,19.8,2016,3,West Indies,Bangladesh,148.0,99.0,completed,1440.12395519674,1547.68131082612,-107.557355629381,0.3,0.6,0.45,0.7,0.0
3901706839,2016-03-20,2016,World T20,1,Super 10,Sri Lanka,West Indies,M Chinnaswamy Stadium,Bangalore,West Indies,field,West Indies,unknown,T20,Sri Lanka,122,9,20.8,West Indies,127,3,19.0,2016,3,Sri Lanka,West Indies,122.0,127.0,completed,1501.19964425296,1558.8805049371,-57.680860684148,0.4,0.6,0.3,0.7,0.5
2191642319,2016-03-21,2016,Women's World T20,1,Unknown,Australia,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Australia,bat,New Zealand,unknown,T20,Australia,103,8,20.8,New Zealand,104,4,16.3,2016,3,Australia,New Zealand,103.0,104.0,completed,1512.72883168385,1590.94473872546,-78.2159070416103,0.8,1.0,0.5,0.8,0.0
